pob;dept_num;median;gini
Moiremont;51370;23280;
Moivre;51371;;
Moncetz-Longevas;51372;25890;
Moncetz-l'Abbaye;51373;;
Mondement-Montgivroux;51374;;
Montbré;51375;29580;
Montgenost;51376;24770;
Montépreux;51377;;
Monthelon;51378;26080;
Montigny-sur-Vesle;51379;26470;
Montmirail;51380;20590;0.255
Montmort-Lucy;51381;23210;
Mont-sur-Courville;51382;25740;
Morangis;51384;27300;
Morsains;51386;22280;
Moslins;51387;26290;
Mourmelon-le-Grand;51388;20570;0.209
Mourmelon-le-Petit;51389;22510;
Moussy;51390;26820;
Muizon;51391;26340;0.223
Mutigny;51392;30260;
Nanteuil-la-Forêt;51393;27770;
Nesle-la-Reposte;51395;;
Nesle-le-Repons;51396;21480;
La Neuville-aux-Bois;51397;21020;
La Neuville-aux-Larris;51398;25360;
La Neuville-au-Pont;51399;22740;
Neuvy;51402;22600;
Nogent-l'Abbesse;51403;26790;
Noirlieu;51404;26700;
Norrois;51406;21880;
La Noue;51407;22940;
Nuisement-sur-Coole;51409;27000;
Œuilly;51410;26220;
Ognes;51412;;
Oiry;51413;26030;
Olizy;51414;26680;
Omey;51415;22620;
Orbais-l'Abbaye;51416;20860;
Orconte;51417;22180;
Ormes;51418;30030;
Outines;51419;19470;
Outrepont;51420;;
Oyes;51421;;
Pargny-lès-Reims;51422;30930;
Pargny-sur-Saulx;51423;18720;
Passavant-en-Argonne;51424;24500;
Passy-Grigny;51425;25300;
Péas;51426;;
Les Petites-Loges;51428;26030;
Pévy;51429;28490;
Pierre-Morains;51430;;
Pierry;51431;26150;
Pleurs;51432;20130;
Plichancourt;51433;23700;
Plivot;51434;26120;
Pocancy;51435;25330;
Pogny;51436;25970;
Poilly;51437;;
Poix;51438;;
Pomacle;51439;26980;
Pontfaverger-Moronvilliers;51440;21990;
Ponthion;51441;;
Possesse;51442;21990;
Potangis;51443;25190;
Pouillon;51444;28880;
Pourcy;51445;27450;
Pringy;51446;23810;
Prosnes;51447;26750;
Prouilly;51448;27310;
Prunay;51449;27400;
Puisieulx;51450;31170;
Queudes;51451;;
Rapsécourt;51452;;
Recy;51453;26310;
Reims;51454;20210;0.316
Reims-la-Brûlée;51455;25180;
Remicourt;51456;;
Reuil;51457;23280;
Reuves;51458;;
Réveillon;51459;;
Rieux;51460;22110;
Rilly-la-Montagne;51461;28590;
Les Rivières-Henruel;51463;25000;
Romain;51464;25140;
Romery;51465;31560;
Romigny;51466;25670;
Rosnay;51468;32940;
Rouffy;51469;26400;
Rouvroy-Ripont;51470;;
Sacy;51471;31190;
Saint-Amand-sur-Fion;51472;23560;
Saint-Bon;51473;25370;
Saint-Brice-Courcelles;51474;23260;0.236
Saint-Chéron;51475;;
Saint-Étienne-au-Temple;51476;27270;
Saint-Étienne-sur-Suippe;51477;25150;
Saint-Eulien;51478;23570;
Saint-Euphraise-et-Clairizet;51479;29680;
Sainte-Gemme;51480;26730;
Saint-Germain-la-Ville;51482;25940;
Saint-Gibrien;51483;24830;
Saint-Gilles;51484;24170;
Saint-Hilaire-au-Temple;51485;25550;
Saint-Hilaire-le-Grand;51486;24350;
Saint-Hilaire-le-Petit;51487;23400;
Saint-Imoges;51488;28440;
Saint-Jean-devant-Possesse;51489;;
Saint-Jean-sur-Moivre;51490;25710;
Saint-Jean-sur-Tourbe;51491;27910;
Saint-Just-Sauvage;51492;21950;
Saint-Léonard;51493;;
Saint-Loup;51495;;
Saint-Lumier-en-Champagne;51496;27320;
Saint-Lumier-la-Populeuse;51497;;
Saint-Mard-sur-Auve;51498;;
Saint-Mard-lès-Rouffy;51499;28840;
Saint-Mard-sur-le-Mont;51500;19930;
Sainte-Marie-à-Py;51501;24350;
Saint-Martin-aux-Champs;51502;;
Saint-Martin-l'Heureux;51503;;
Saint-Martin-sur-le-Pré;51504;26190;
Saint-Masmes;51505;24200;
Saint-Memmie;51506;21130;0.244
Sainte-Menehould;51507;20700;0.247
Saint-Ouen-Domprot;51508;24470;
Saint-Pierre;51509;29340;
Saint-Quentin-les-Marais;51510;23420;
Saint-Quentin-le-Verger;51511;22360;
Saint-Quentin-sur-Coole;51512;27470;
Saint-Remy-en-Bouzemont-Saint-Genest-et-Isson;51513;21510;
Saint-Remy-sous-Broyes;51514;;
Saint-Remy-sur-Bussy;51515;23950;
Saint-Saturnin;51516;;
Saint-Souplet-sur-Py;51517;23740;
Saint-Thierry;51518;29720;
Saint-Thomas-en-Argonne;51519;;
Saint-Utin;51520;;
Saint-Vrain;51521;21770;
Sapignicourt;51522;20500;
Sarcy;51523;27150;
Saron-sur-Aube;51524;26720;
Sarry;51525;27700;0.225
Saudoy;51526;24920;
Savigny-sur-Ardres;51527;25570;
Scrupt;51528;21330;
Selles;51529;24060;
Sept-Saulx;51530;25050;
Sermaize-les-Bains;51531;20900;
Sermiers;51532;31990;
Servon-Melzicourt;51533;;
Serzy-et-Prin;51534;27640;
Sézanne;51535;21260;0.265
Sillery;51536;26990;
Sivry-Ante;51537;23160;
Sogny-aux-Moulins;51538;21220;
Sogny-en-l'Angle;51539;;
Soizy-aux-Bois;51542;22950;
Somme-Bionne;51543;;
Sommepy-Tahure;51544;21250;
Sommesous;51545;21390;
Somme-Suippe;51546;22210;
Somme-Tourbe;51547;23440;
Somme-Vesle;51548;24350;
Somme-Yèvre;51549;25990;
Sompuis;51550;24340;
Somsois;51551;24640;
Songy;51552;25360;
Souain-Perthes-lès-Hurlus;51553;22930;
Soudé;51555;26520;
Soudron;51556;24830;
Soulanges;51557;22240;
Soulières;51558;27670;
Suippes;51559;20090;0.199
Suizy-le-Franc;51560;25980;
Taissy;51562;28970;0.294
Talus-Saint-Prix;51563;;
Val de Livre;51564;29070;
Thaas;51565;;
Thibie;51566;24900;
Thiéblemont-Farémont;51567;22590;
Thil;51568;28340;
Thillois;51569;31520;
Le Thoult-Trosnay;51570;;
Val-de-Vesle;51571;27320;
Tilloy-et-Bellay;51572;26440;
Tinqueux;51573;23810;0.239
Togny-aux-Bœufs;51574;25440;
Tours-sur-Marne;51576;25500;
Tramery;51577;27470;
Trécon;51578;;
Tréfols;51579;22410;
Trépail;51580;26090;
Treslon;51581;25890;
Trigny;51582;29140;
Trois-Fontaines-l'Abbaye;51583;24140;
Trois-Puits;51584;29630;
Troissy;51585;23190;
Unchair;51586;28310;
Vadenay;51587;24380;
Valmy;51588;23220;
Vanault-le-Châtel;51589;23090;
Vanault-les-Dames;51590;22330;
Vandeuil;51591;25630;
Vandières;51592;26150;
Vassimont-et-Chapelaine;51594;;
Vatry;51595;22940;
Vauchamps;51596;22230;
Vauciennes;51597;24920;
Vauclerc;51598;22520;
Vaudemange;51599;26960;
Vaudesincourt;51600;25250;
Vavray-le-Grand;51601;23810;
Vavray-le-Petit;51602;;
Vélye;51603;23400;
Ventelay;51604;26410;
Venteuil;51605;25770;
Verdon;51607;22880;
Vernancourt;51608;;
Verneuil;51609;25160;
Verrières;51610;23000;
Vert-Toulon;51611;24190;
Blancs-Coteaux;51612;25390;0.303
Verzenay;51613;28360;
Verzy;51614;26770;
Vésigneul-sur-Marne;51616;26670;
La Veuve;51617;26140;
Le Vézier;51618;21950;
Le Vieil-Dampierre;51619;22570;
Vienne-la-Ville;51620;24090;
Vienne-le-Château;51621;20860;
Ville-Dommange;51622;29730;
Ville-en-Selve;51623;35640;
Ville-en-Tardenois;51624;26570;
Villeneuve-la-Lionne;51625;24540;
La Villeneuve-lès-Charleville;51626;24690;
Villeneuve-Renneville-Chevigny;51627;25040;
Villeneuve-Saint-Vistre-et-Villevotte;51628;27700;
Villers-Allerand;51629;31870;
Villers-aux-Bois;51630;24950;
Villers-aux-Nœuds;51631;31890;
Villers-en-Argonne;51632;23650;
Villers-Franqueux;51633;28210;
Villers-le-Château;51634;28550;
Villers-le-Sec;51635;21760;
Villers-Marmery;51636;27590;
Villers-sous-Châtillon;51637;30820;
Villeseneux;51638;23450;
La Ville-sous-Orbais;51639;;
Ville-sur-Tourbe;51640;19330;
Villevenard;51641;26230;
Villiers-aux-Corneilles;51642;23740;
Vinay;51643;28200;
Vincelles;51644;22820;
Vindey;51645;21960;
Virginy;51646;;
Vitry-en-Perthois;51647;23820;
Vitry-la-Ville;51648;24030;
Vitry-le-François;51649;17890;0.267
Voilemont;51650;;
Vouarces;51652;;
Vouillers;51654;22840;
Vouzy;51655;25290;
Vraux;51656;26890;
Vrigny;51657;33210;
Vroil;51658;19040;
Wargemoulin-Hurlus;51659;;
Warmeriville;51660;25590;0.209
Witry-lès-Reims;51662;24990;0.24
Magenta;51663;21820;
Ageville;52001;23590;
Aigremont;52002;;
Aillianville;52003;21800;
Aingoulaincourt;52004;;
Aizanville;52005;;
Allichamps;52006;21100;
Ambonville;52007;;
Andelot-Blancheville;52008;20600;
Andilly-en-Bassigny;52009;22130;
Annéville-la-Prairie;52011;;
Annonville;52012;;
Anrosey;52013;21220;
Aprey;52014;22350;
Arbigny-sous-Varennes;52015;;
Arbot;52016;;
Arc-en-Barrois;52017;22190;
Arnancourt;52019;;
Attancourt;52021;24230;
Aubepierre-sur-Aube;52022;21020;
Auberive;52023;21300;
Audeloncourt;52025;;
Aujeurres;52027;;
Aulnoy-sur-Aube;52028;;
Autigny-le-Grand;52029;20540;
Autigny-le-Petit;52030;;
Autreville-sur-la-Renne;52031;23630;
Avrecourt;52033;22210;
Bailly-aux-Forges;52034;26510;
Baissey;52035;22410;
Bannes;52037;23190;
Bassoncourt;52038;;
Baudrecourt;52039;;
Bay-sur-Aube;52040;;
Beauchemin;52042;24070;
Belmont;52043;;
Roches-Bettaincourt;52044;21830;
Bettancourt-la-Ferrée;52045;23820;
Beurville;52047;;
Biesles;52050;21860;
Bize;52051;;
Blaisy;52053;;
Blécourt;52055;;
Blessonville;52056;22670;
Blumeray;52057;20290;
Bologne;52058;22060;
Bonnecourt;52059;21090;
Bourbonne-les-Bains;52060;20240;
Bourdons-sur-Rognon;52061;21250;
Bourg;52062;26030;
Bourg-Sainte-Marie;52063;21350;
Bourmont-entre-Meuse-et-Mouzon;52064;21680;
Bouzancourt;52065;;
Brachay;52066;;
Brainville-sur-Meuse;52067;;
Braux-le-Châtel;52069;20550;
Brennes;52070;23100;
Brethenay;52072;24110;
Breuvannes-en-Bassigny;52074;20210;
Briaucourt;52075;23960;
Bricon;52076;21120;
Brousseval;52079;20190;
Bugnières;52082;22040;
Champsevraine;52083;21240;
Busson;52084;;
Buxières-lès-Clefmont;52085;;
Buxières-lès-Villiers;52087;24370;
Ceffonds;52088;23080;
Celles-en-Bassigny;52089;;
Celsoy;52090;;
Cerisières;52091;22710;
Chalancey;52092;20980;
Chalindrey;52093;21240;0.218
Vals-des-Tilles;52094;22070;
Chalvraines;52095;21380;
Chambroncourt;52097;;
Chamouilley;52099;21630;
Champigneulles-en-Bassigny;52101;;
Champigny-lès-Langres;52102;24570;
Champigny-sous-Varennes;52103;20720;
Chancenay;52104;25160;
Changey;52105;22660;
Chanoy;52106;24920;
Chantraines;52107;21550;
Charmes;52108;24030;
Charmes-en-l'Angle;52109;;
Charmes-la-Grande;52110;19390;
Chassigny;52113;20910;
Châteauvillain;52114;20830;
Chatenay-Mâcheron;52115;22410;
Chatenay-Vaudin;52116;;
Chatonrupt-Sommermont;52118;22190;
Chaudenay;52119;21870;
Chauffourt;52120;21670;
Chaumont;52121;21490;0.272
Chaumont-la-Ville;52122;18690;
Chevillon;52123;20340;
Chézeaux;52124;;
Chamarandes-Choignes;52125;26130;
Choilley-Dardenay;52126;23700;
Choiseul;52127;;
Cirey-lès-Mareilles;52128;21890;
Cirey-sur-Blaise;52129;;
Cirfontaines-en-Azois;52130;20930;
Cirfontaines-en-Ornois;52131;;
Clefmont;52132;20010;
Clinchamp;52133;;
Cohons;52134;23300;
Coiffy-le-Bas;52135;;
Coiffy-le-Haut;52136;20130;
Colmier-le-Bas;52137;;
Colmier-le-Haut;52138;;
Colombey les Deux Églises;52140;23000;
Condes;52141;25950;
Consigny;52142;;
Coublanc;52145;22450;
Coupray;52146;22260;
Courcelles-en-Montagne;52147;22500;
Courcelles-sur-Blaise;52149;;
Cour-l'Évêque;52151;22100;
Culmont;52155;22750;
Curel;52156;20530;
Curmont;52157;;
Cusey;52158;24580;
Cuves;52159;;
Daillancourt;52160;;
Daillecourt;52161;;
Dammartin-sur-Meuse;52162;20190;
Dampierre;52163;22550;
Damrémont;52164;21140;
Dancevoir;52165;23560;
Darmannes;52167;23900;
Dinteville;52168;;
Domblain;52169;;
Dommarien;52170;22990;
Dommartin-le-Franc;52171;19790;
Dommartin-le-Saint-Père;52172;20490;
Domremy-Landéville;52173;;
Doncourt-sur-Meuse;52174;;
Donjeux;52175;19830;
Doulaincourt-Saucourt;52177;19870;
Doulevant-le-Château;52178;21140;
Doulevant-le-Petit;52179;;
Échenay;52181;;
Éclaron-Braucourt-Sainte-Livière;52182;21650;0.22
Ecot-la-Combe;52183;;
Effincourt;52184;;
Enfonvelle;52185;;
Épizon;52187;19730;
Le Val-d'Esnoms;52189;22470;
Esnouveaux;52190;22050;
Euffigneix;52193;27000;
Eurville-Bienville;52194;21070;
Farincourt;52195;;
Faverolles;52196;25360;
Fayl-Billot;52197;20740;
Fays;52198;;
Ferrière-et-Lafolie;52199;;
Flagey;52200;;
Flammerécourt;52201;;
Fontaines-sur-Marne;52203;21290;
Forcey;52204;;
Foulain;52205;24620;
Frampas;52206;25050;
Frécourt;52207;;
Fresnes-sur-Apance;52208;19710;
Froncles;52211;19820;
Fronville;52212;20860;
Genevrières;52213;22490;
La Genevroye;52214;;
Germaines;52216;;
Germainvilliers;52217;;
Germay;52218;;
Germisay;52219;;
Giey-sur-Aujon;52220;20970;
Gillancourt;52221;22830;
Gillaumé;52222;;
Gilley;52223;;
Graffigny-Chemin;52227;20960;
Grandchamp;52228;;
Grenant;52229;20070;
Gudmont-Villiers;52230;21130;
Guindrecourt-aux-Ormes;52231;;
Guindrecourt-sur-Blaise;52232;;
Guyonvelle;52233;;
Hâcourt;52234;;
Hallignicourt;52235;19890;
Harréville-les-Chanteurs;52237;21100;
Heuilley-le-Grand;52240;20190;
Haute-Amance;52242;22110;
Huilliécourt;52243;22340;
Humbécourt;52244;22380;
Humberville;52245;;
Humes-Jorquenay;52246;23760;
Illoud;52247;24370;
Is-en-Bassigny;52248;23670;
Isômes;52249;23590;
Joinville;52250;18080;0.3
Jonchery;52251;24760;
Juzennecourt;52253;21790;
Lachapelle-en-Blaisy;52254;;
Lafauche;52256;;
Laferté-sur-Amance;52257;16720;
Laferté-sur-Aube;52258;20420;
Lamancine;52260;23010;
Laneuvelle;52264;;
Bayard-sur-Marne;52265;21090;
Laneuville-à-Rémy;52266;;
Laneuville-au-Pont;52267;24070;
Langres;52269;20740;0.272
Lanques-sur-Rognon;52271;20430;
Lanty-sur-Aube;52272;24160;
Larivière-Arnoncourt;52273;22750;
Latrecey-Ormoy-sur-Aube;52274;23920;
Lavernoy;52275;;
Laville-aux-Bois;52276;25640;
Lavilleneuve;52277;;
Lavilleneuve-au-Roi;52278;;
Lecey;52280;24440;
Leffonds;52282;23920;
Leschères-sur-le-Blaiseron;52284;;
Leuchey;52285;;
Leurville;52286;;
Levécourt;52287;;
Lezéville;52288;19900;
Liffol-le-Petit;52289;19390;
Les Loges;52290;19640;
Longchamp;52291;;
Longeau-Percey;52292;22390;
Louvemont;52294;21140;
Louvières;52295;20980;
Luzy-sur-Marne;52297;26570;
Maâtz;52298;;
Magneux;52300;21880;
Maisoncelles;52301;;
Maizières;52302;18380;
Maizières-sur-Amance;52303;22940;
Malaincourt-sur-Meuse;52304;;
Mandres-la-Côte;52305;21760;
Manois;52306;20380;
Marac;52307;23900;
Maranville;52308;20160;
Marbéville;52310;;
Marcilly-en-Bassigny;52311;21500;
Mardor;52312;;
Mareilles;52313;24810;
Marnay-sur-Marne;52315;26600;
Mathons;52316;;
Melay;52318;18540;
Mennouveaux;52319;;
Merrey;52320;;
Mertrud;52321;19600;
Meures;52322;22170;
Millières;52325;21710;
Mirbel;52326;;
Moëslains;52327;22050;
Montcharvot;52328;;
Montheries;52330;;
La Porte du Der;52331;20860;
Val-de-Meuse;52332;22100;
Montot-sur-Rognon;52335;19640;
Montreuil-sur-Blaise;52336;20300;
Montreuil-sur-Thonnance;52337;;
Morancourt;52341;22880;
Morionvilliers;52342;;
Mouilleron;52344;;
Mussey-sur-Marne;52346;19370;
Narcy;52347;23160;
Neuilly-l'Évêque;52348;22040;
Neuilly-sur-Suize;52349;26730;
Neuvelle-lès-Voisey;52350;;
Ninville;52352;;
Nogent;52353;20780;0.225
Noidant-Chatenoy;52354;;
Noidant-le-Rocheux;52355;24010;
Nomécourt;52356;21780;
Noncourt-sur-le-Rongeant;52357;19860;
Noyers;52358;17980;
Nully;52359;19000;
Occey;52360;26170;
Orbigny-au-Mont;52362;22590;
Orbigny-au-Val;52363;24930;
Orcevaux;52364;28830;
Orges;52365;23450;
Ormancey;52366;;
Ormoy-lès-Sexfontaines;52367;;
Orquevaux;52369;;
Osne-le-Val;52370;19020;
Oudincourt;52371;21200;
Outremécourt;52372;;
Ozières;52373;;
Le Pailly;52374;22910;
Palaiseul;52375;;
Pansey;52376;;
Parnoy-en-Bassigny;52377;19870;
Paroy-sur-Saulx;52378;;
Peigney;52380;25110;
Perrancey-les-Vieux-Moulins;52383;25910;
Perrogney-les-Fontaines;52384;24190;
Perrusse;52385;;
Perthes;52386;20360;
Pierremont-sur-Amance;52388;20110;
Pisseloup;52390;;
Planrupt;52391;22030;
Plesnoy;52392;20480;
Poinsenot;52393;;
Poinson-lès-Fayl;52394;20510;
Poinson-lès-Grancey;52395;;
Poinson-lès-Nogent;52396;21910;
Poiseul;52397;;
Poissons;52398;20740;
Pont-la-Ville;52399;20740;
Le Châtelet-sur-Meuse;52400;20180;
Poulangy;52401;21180;
Praslay;52403;;
Le Montsaugeonnais;52405;21630;
Pressigny;52406;20620;
Prez-sous-Lafauche;52407;21060;
Rives Dervoises;52411;21870;
Rachecourt-Suzémont;52413;;
Rachecourt-sur-Marne;52414;19870;
Rançonnières;52415;20590;
Rangecourt;52416;;
Rennepont;52419;21120;
Reynel;52420;18910;
Riaucourt;52421;23890;
Richebourg;52422;22650;
Rimaucourt;52423;20310;
Rivières-le-Bois;52424;;
Rivière-les-Fosses;52425;22890;
Rizaucourt-Buchey;52426;24060;
Rochefort-sur-la-Côte;52428;;
Roches-sur-Marne;52429;22300;
Rochetaillée;52431;21120;
Rolampont;52432;22110;
Romain-sur-Meuse;52433;;
Rouécourt;52436;;
Rouelles;52437;;
Rougeux;52438;19500;
Rouvres-sur-Aube;52439;;
Rouvroy-sur-Marne;52440;20390;
Rupt;52442;22480;
Sailly;52443;;
Saint-Blin;52444;21030;
Saint-Broingt-le-Bois;52445;;
Saint-Broingt-les-Fosses;52446;24100;
Saint-Ciergues;52447;25530;
Saint-Dizier;52448;18720;0.264
Saints-Geosmes;52449;24630;
Saint-Loup-sur-Aujon;52450;21000;
Saint-Martin-lès-Langres;52452;25390;
Saint-Maurice;52453;27480;
Saint-Thiébault;52455;22390;
Saint-Urbain-Maconcourt;52456;21660;
Saint-Vallier-sur-Marne;52457;23540;
Sarcey;52459;;
Sarrey;52461;21570;
Saudron;52463;;
Saulles;52464;;
Saulxures;52465;20670;
Savigny;52467;;
Semilly;52468;21270;
Semoutiers-Montsaon;52469;25840;
Serqueux;52470;21200;
Sexfontaines;52472;23120;
Signéville;52473;;
Silvarouvres;52474;;
Sommancourt;52475;;
Sommerécourt;52476;;
Sommevoire;52479;20820;
Soncourt-sur-Marne;52480;23430;
Soulaucourt-sur-Mouzon;52482;;
Soyers;52483;;
Suzannecourt;52484;21800;
Ternat;52486;;
Thilleux;52487;;
Thivet;52488;24240;
Thol-lès-Millières;52489;;
Thonnance-lès-Joinville;52490;19470;
Thonnance-les-Moulins;52491;;
Torcenay;52492;23180;
Tornay;52493;;
Treix;52494;26250;
Trémilly;52495;;
Troisfontaines-la-Ville;52497;21050;
Vaillant;52499;;
Valcourt;52500;22420;
Valleret;52502;;
Valleroy;52503;;
Varennes-sur-Amance;52504;21560;
Vaudrecourt;52505;;
Vaudrémont;52506;;
Vauxbons;52507;;
Vaux-sur-Blaise;52510;21770;
Vaux-sur-Saint-Urbain;52511;;
Vecqueville;52512;18760;
Velles;52513;;
Verbiesles;52514;24390;
Verseilles-le-Bas;52515;26770;
Verseilles-le-Haut;52516;;
Vesaignes-sous-Lafauche;52517;23250;
Vesaignes-sur-Marne;52518;23360;
Vesvres-sous-Chalancey;52519;;
Vicq;52520;20880;
Viéville;52522;24280;
Vignes-la-Côte;52523;;
Vignory;52524;20160;
Villars-en-Azois;52525;;
Villars-Santenoge;52526;;
Ville-en-Blaisois;52528;21060;
Villegusien-le-Lac;52529;23390;
Villiers-en-Lieu;52534;22020;
Villiers-le-Sec;52535;23890;
Villiers-lès-Aprey;52536;;
Villiers-sur-Suize;52538;24450;
Violot;52539;;
Vitry-en-Montagne;52540;;
Vitry-lès-Nogent;52541;22730;
Vivey;52542;;
Voillecomte;52543;21910;
Voisey;52544;19780;
Voisines;52545;;
Voncourt;52546;;
Vouécourt;52547;24930;
Vraincourt;52548;;
Vroncourt-la-Côte;52549;;
Wassy;52550;20040;0.258
Ahuillé;53001;23320;
Alexain;53002;21590;
Ambrières-les-Vallées;53003;21760;0.215
Andouillé;53005;22150;0.208
Argentré;53007;23290;0.195
Aron;53008;23100;
Arquenay;53009;23670;
Assé-le-Bérenger;53010;22190;
Astillé;53011;22810;
Athée;53012;23410;
Averton;53013;21110;
La Baconnière;53015;22560;
Bais;53016;20500;
Val-du-Maine;53017;20910;
Ballots;53018;21590;
Bannes;53019;20840;
La Bazoge-Montpinçon;53021;24470;
La Bazouge-de-Chemeré;53022;22170;
La Bazouge-des-Alleux;53023;23270;
Bazougers;53025;22450;
Beaulieu-sur-Oudon;53026;22640;
Beaumont-Pied-de-Bœuf;53027;23010;
Belgeard;53028;23530;
Bierné-les-Villages;53029;20950;
Le Bignon-du-Maine;53030;24270;
La Bigottière;53031;21830;
La Boissière;53033;23050;
Bonchamp-lès-Laval;53034;24860;0.232
Bouchamps-lès-Craon;53035;21460;
Bouère;53036;20750;
Bouessay;53037;22350;
Boulay-les-Ifs;53038;23530;
Le Bourgneuf-la-Forêt;53039;21690;
Bourgon;53040;21510;
Brains-sur-les-Marches;53041;21650;
Brecé;53042;20690;
Brée;53043;22130;
La Brûlatte;53045;23230;
Le Buret;53046;22420;
Carelles;53047;19510;
Chailland;53048;22160;
Châlons-du-Maine;53049;22920;
Champéon;53051;19780;
Champfrémont;53052;22780;
Champgenéteux;53053;20770;
Changé;53054;25760;0.244
Chantrigné;53055;21200;
La Chapelle-Anthenaise;53056;23840;
La Chapelle-au-Riboul;53057;19660;
La Chapelle-Craonnaise;53058;22780;
La Chapelle-Rainsouin;53059;22060;
Charchigné;53061;21130;
Château-Gontier-sur-Mayenne;53062;22410;0.245
Châtelain;53063;21670;
Châtillon-sur-Colmont;53064;21290;
Chemazé;53066;22270;
Chémeré-le-Roi;53067;21380;
Chérancé;53068;21070;
Chevaigné-du-Maine;53069;19770;
Colombiers-du-Plessis;53071;20350;
Commer;53072;23010;
Congrier;53073;19800;
Contest;53074;23540;
Cosmes;53075;22180;
Cossé-en-Champagne;53076;21260;
Cossé-le-Vivien;53077;22070;0.199
Coudray;53078;21630;
Couesmes-Vaucé;53079;18640;
Couptrain;53080;17670;
Courbeveille;53082;21350;
Courcité;53083;21190;
Craon;53084;21610;0.236
Crennes-sur-Fraubée;53085;23510;
La Croixille;53086;21200;
La Cropte;53087;23730;
Cuillé;53088;21590;
Daon;53089;23150;
Denazé;53090;22030;
Désertines;53091;20410;
La Dorée;53093;18620;
Entrammes;53094;23560;0.186
Ernée;53096;21500;0.236
Évron;53097;21550;0.218
Fontaine-Couverte;53098;20870;
Forcé;53099;24520;
Fougerolles-du-Plessis;53100;20450;
Fromentières;53101;21830;
Gastines;53102;21440;
Le Genest-Saint-Isle;53103;22770;0.189
Gennes-Longuefuye;53104;22930;
Gesnes;53105;22810;
Gesvres;53106;20590;
Gorron;53107;20210;0.236
La Gravelle;53108;21610;
Grazay;53109;22110;
Grez-en-Bouère;53110;20150;
La Haie-Traversaine;53111;22340;
Le Ham;53112;20700;
Hambers;53113;21300;
Hardanges;53114;20150;
Hercé;53115;21540;
Le Horps;53116;22010;
Houssay;53117;22250;
Le Housseau-Brétignolles;53118;20250;
L'Huisserie;53119;24820;0.223
Izé;53120;21310;
Javron-les-Chapelles;53121;21680;
Jublains;53122;21800;
Juvigné;53123;21040;
Prée-d'Anjou;53124;21910;
Landivy;53125;20680;
Larchamp;53126;20860;
Lassay-les-Châteaux;53127;21930;0.233
Laubrières;53128;21180;
Launay-Villiers;53129;22420;
Laval;53130;21660;0.303
Lesbois;53131;21420;
Levaré;53132;21170;
Lignières-Orgères;53133;19630;
Livet;53134;21970;
Livré-la-Touche;53135;22060;
La Roche-Neuville;53136;23630;
Loiron-Ruillé;53137;23250;0.204
Loupfougères;53139;20890;
Louverné;53140;23940;0.189
Louvigné;53141;23130;
Madré;53142;21590;
Maisoncelles-du-Maine;53143;23890;
Marcillé-la-Ville;53144;22190;
Marigné-Peuton;53145;21990;
Martigné-sur-Mayenne;53146;23650;
Mayenne;53147;22450;0.259
Mée;53148;21270;
Ménil;53150;23140;
Méral;53151;21110;
Meslay-du-Maine;53152;20900;0.205
Mézangers;53153;21820;
Montaudin;53154;20750;
Montenay;53155;22790;
Montflours;53156;24530;
Montigné-le-Brillant;53157;24690;
Montjean;53158;22110;
Montreuil-Poulay;53160;20090;
Montsûrs;53161;21830;0.228
Moulay;53162;24190;
Neau;53163;21240;
Neuilly-le-Vendin;53164;19580;
Niafles;53165;23930;
Nuillé-sur-Vicoin;53168;22170;
Olivet;53169;22860;
Oisseau;53170;22230;
Origné;53172;23940;
La Pallu;53173;18770;
Parigné-sur-Braye;53174;23620;
Parné-sur-Roc;53175;24630;
Le Pas;53176;20420;
La Pellerine;53177;22110;
Peuton;53178;24420;
Placé;53179;21970;
Pommerieux;53180;21810;
Pontmain;53181;21040;
Port-Brillet;53182;21600;
Préaux;53184;24050;
Pré-en-Pail-Saint-Samson;53185;20620;0.226
Quelaines-Saint-Gault;53186;21630;0.191
Ravigny;53187;21820;
Renazé;53188;20180;0.193
Rennes-en-Grenouilles;53189;21350;
Le Ribay;53190;20690;
La Roë;53191;19460;
La Rouaudière;53192;20430;
Ruillé-Froid-Fonds;53193;22010;
Sacé;53195;23880;
Saint-Aignan-de-Couptrain;53196;20920;
Saint-Aignan-sur-Roë;53197;19820;
Saint-Aubin-du-Désert;53198;19650;
Saint-Aubin-Fosse-Louvain;53199;18940;
Saint-Baudelle;53200;24380;
Saint-Berthevin;53201;23730;0.306
Saint-Berthevin-la-Tannière;53202;19360;
Saint-Brice;53203;21870;
Saint-Calais-du-Désert;53204;20470;
Saint-Charles-la-Forêt;53206;23090;
Saint-Cyr-en-Pail;53208;21470;
Saint-Cyr-le-Gravelais;53209;22330;
Saint-Denis-d'Anjou;53210;21580;
Saint-Denis-de-Gastines;53211;21230;
Saint-Denis-du-Maine;53212;25310;
Saint-Ellier-du-Maine;53213;18970;
Saint-Erblon;53214;20220;
Saint-Fraimbault-de-Prières;53216;23350;
Sainte-Gemmes-le-Robert;53218;21960;
Saint-Georges-Buttavent;53219;23530;
Saint-Georges-le-Fléchard;53220;21660;
Saint-Georges-sur-Erve;53221;20810;
Saint-Germain-d'Anxure;53222;22090;
Saint-Germain-de-Coulamer;53223;20200;
Saint-Germain-le-Fouilloux;53224;23410;
Saint-Germain-le-Guillaume;53225;21190;
Saint-Hilaire-du-Maine;53226;22160;
